Mdust,phi
7.83450784206833,-2.449497400652969
8.059137602988415,-2.852745302880045
8.263346476552126,-3.3689026177307073
8.447134462759465,-3.852800100403199
8.692185111035919,-4.6270360726791875
8.855552209886891,-5.659350702380507
