Mdust,phi
7.435406698564593,-2.2745098039215685
7.698564593301436,-2.627450980392157
7.889952153110048,-2.9411764705882355
8.105263157894736,-3.450980392156863
8.344497607655502,-4.196078431372549
8.559808612440191,-4.784313725490196
