Mdust,phi
6.700636942675159,-1.6266666666666616
6.955414012738854,-1.946666666666661
7.114649681528663,-2.1599999999999966
7.305732484076433,-2.426666666666664
7.528662420382166,-2.5333333333333283
7.687898089171974,-2.853333333333328
7.9426751592356695,-3.3333333333333313
8.13375796178344,-4.186666666666666
8.707006369426752,-4.400000000000001
