Mdust,phi
8.674180327868854,-3.7165991902833997
8.879098360655737,-4.121457489878541
9.073770491803279,-4.477732793522266
9.26844262295082,-4.882591093117408
9.514344262295083,-5.821862348178136
10.088114754098363,-6.40485829959514
