,z,cdmh
0,0.0,5.009741192909167
1,0.102479,5.0593212108064085
2,0.247852,5.1283335066432345
3,0.51228,5.203097907164541
4,0.722845,5.225293710076783
5,1.022198,5.224907258837832
6,2.024621,5.008582451479559
7,3.00307,4.601331546629644
