X,Y
5.028776978417266,0.023219814241486225
5.388489208633094,0.02941176470588225
5.676258992805756,0.06656346749225994
5.9640287769784175,0.15325077399380804
6.071942446043165,0.3173374613003097
6.269784172661871,0.48142414860681115
6.395683453237409,0.32972136222910226
6.539568345323742,0.19659442724458198
6.91726618705036,0.19349845201238397
7.16906474820144,0.31114551083591346
7.384892086330936,0.5247678018575851
7.4928057553956835,0.6857585139318886
7.672661870503598,0.9055727554179567
7.85251798561151,0.7321981424148607
7.924460431654675,0.5835913312693498
8.10431654676259,0.4690402476780186
8.23021582733813,0.4133126934984521
8.5,0.4628482972136223
8.643884892086332,0.39164086687306504
8.841726618705039,0.2863777089783281
8.985611510791369,0.19349845201238397
9.237410071942445,0.1284829721362229
9.633093525179856,0.11919504643962864
9.956834532374103,0.07894736842105271
10.31654676258993,0.07585139318885448
10.388489208633095,0.11919504643962864
10.532374100719426,0.07894736842105271
10.658273381294965,0.12538699690402466
10.820143884892087,0.1408668730650155
10.964028776978418,0.2275541795665636
11.161870503597124,0.4659442724458204
11.305755395683455,0.5712074303405573
11.485611510791369,0.4040247678018576
11.737410071942447,0.27708978328173384
12.294964028776977,0.34520123839009287
12.618705035971225,0.38235294117647073
12.834532374100721,0.32352941176470595
13.104316546762591,0.2306501547987616
13.571942446043167,0.1037151702786378
13.913669064748202,0.10681114551083604
14.219424460431656,0.06346749226006188
14.68705035971223,0.04798761609907132
15.1726618705036,0.026315789473684237
15.406474820143886,0.05108359133126933
15.514388489208633,0.026315789473684237
15.676258992805757,0.06346749226006188
15.802158273381297,0.07585139318885448
15.946043165467628,0.044891640866873084
16.10791366906475,0.044891640866873084
16.323741007194243,0.09442724458204349
16.557553956834532,0.1346749226006192
16.79136690647482,0.09752321981424156
16.971223021582734,0.08513931888544896
