redshift,rhoBH
0.029661016949152894,5.698717948717948
0.968926553672317,5.544871794871794
2.0762711864406787,5.006410256410256
3.035310734463277,4.403846153846154
3.9745762711864403,3.762820512820513
4.992937853107344,3.1089743589743595
6.011299435028248,2.4935897435897436
