MHI,phi,phi_smooth
9.005018820577165,-3.5891472868217056,-3.560175397384702
9.302383939774153,-2.8139534883720936,-2.8996163182209695
9.599749058971142,-2.6279069767441867,-2.5762833204693663
9.904642409033876,-2.5968992248062026,-2.546561965166616
10.198243412797993,-2.751937984496123,-2.7668378133494382
10.503136762860727,-3.0930232558139545,-3.3700795328702267
10.804265997490589,-3.883720930232559,-3.995872344709549
11.10539523212045,-4.45736434108527,-4.372864861236948
11.398996235884567,-5.279069767441859,-4.427229101647701
9.005018820577165,-4.240310077519379,-4.178026108258661
9.29861982434128,-3.217054263565891,-3.6990167455283687
9.603513174404014,-2.984496124031008,-3.184435719319437
9.900878293601004,-2.984496124031008,-2.8998624114903153
10.205771643663738,-3.1085271317829464,-3.1370515789120406
10.499372647427855,-3.4341085271317833,-3.8904325648511646
10.79297365119197,-4.302325581395348,-4.372260814121273
11.10539523212045,-4.922480620155038,-4.479445618980496
11.398996235884567,-5.449612403100773,-4.233464210208391
9.005018820577165,-3.0,-3.6717003926306204
9.29861982434128,-2.3798449612403103,-2.9284539749655996
9.599749058971142,-2.255813953488374,-2.29138561696701
9.893350062735257,-2.2093023255813957,-2.0671499043592045
10.194479297365119,-2.4108527131782944,-2.4137387160642954
10.495608531994982,-2.7984496124031013,-2.824322963857849
10.804265997490589,-3.558139534883722,-3.4191639540476775
11.094102885821833,-4.007751937984495,-4.180800250567696
11.41405269761606,-5.155038759689923,-5.0917704173518175
