,z,CSFHQ50,CSFHQ16,CSFHQ84,CSFHQ05,CSFHQ95,CAGNHQ50,CAGNHQ16,CAGNHQ84,CAGNHQ05,CAGNHQ95,CSMHQ50,CSMHQ16,CSMHQ84,CSMHQ05,CSMHQ95,CSMH_R041_Q50,CSMH_R041_Q16,CSMH_R041_Q84,CSMH_R041_Q05,CSMH_R041_Q95,CSFHERR,CAGNHERR,CSMHERR,CSMH_R041_ERR
116,11.600000000000001,-2.444295315785059,-2.7066559762639084,-2.210548819171528,-2.875488364719216,-2.0652342481021626,39.54101665682256,39.20057834372053,39.86574569467549,38.9363412988263,40.08857501931403,5.377181674063663,5.03270976714437,5.700064544381026,4.841745170138096,5.90233841791691,5.270552891251809,4.932427776745487,5.58862614179933,4.711311906219708,5.780425133436723,0.24805357854619015,0.3325836754774798,0.33367738861832796,0.3280991825269215
117,11.700000000000001,-2.458942110676383,-2.7248717436707155,-2.2215228513511143,-2.8975954276161935,-2.07427929267282,39.51536686589259,39.16669575099498,39.84488993162892,38.89787906948806,40.0704210195155,5.355443750449529,5.006908629855166,5.681503764837462,4.810835967044525,5.885302226158831,5.248089323062832,4.906779451905396,5.569716897230984,4.681043821860954,5.763751649826416,0.2516744461598006,0.3390970903169688,0.3372975674911478,0.33146872266279415
118,11.8,-2.473485081878181,-2.743110034175335,-2.2323962628171596,-2.9197529833622657,-2.082714691682956,39.48908160034736,39.134040046619994,39.82401428741858,38.8573447385131,40.053543236317466,5.333853211250686,4.981252405382118,5.663820182587422,4.779911813297206,5.870113872633111,5.225591985989843,4.879955987518185,5.551728958295616,4.651460670725009,5.747157239815069,0.25535688567908776,0.344987120399292,0.34128388860265213,0.33588648538871535
119,11.9,-2.4876669823646367,-2.761412368227385,-2.243272284013063,-2.941645194167235,-2.091067061986104,39.46143729967676,39.10123405547581,39.80206050282051,38.82279136615615,40.03592112886247,5.312287057400841,4.955619089843609,5.646200245489254,4.748974267458658,5.8549219238188455,5.2030410626418755,4.853691966746946,5.533790478951581,4.620707820347949,5.731317329108832,0.259070042107161,0.3504132236723514,0.34529057782282235,0.3400492561023176
120,12.0,-2.5022505073252326,-2.7796848073793967,-2.2553466368855126,-2.9651694074078065,-2.100556499544159,39.4343185971279,39.06850322995903,39.78220249812944,38.78401194197403,40.01976046508033,5.2907455112724335,4.93000785532282,5.628756814909515,4.718022690314768,5.8397287231154795,5.180556144643146,4.826567943340141,5.515900689054481,4.589811899490478,5.7152126982435885,0.26216908524694205,0.35684963408520787,0.34937447979334735,0.34466637285717017
121,12.100000000000001,-2.516982273768795,-2.798527997562359,-2.266969052046467,-2.9861411161990477,-2.1104084022147602,39.40836995031663,39.03427785906018,39.76156771458649,38.74742560796691,40.003583625396715,5.269230619339062,4.904420058096436,5.611849585285008,4.687058675285439,5.824538062789248,5.158854588414378,4.799566430020855,5.497396654499765,4.558711067374381,5.699026297482144,0.2657794727579459,0.36364492776315416,0.3537147635942861,0.3489151122394549
122,12.200000000000001,-2.5317787396615152,-2.81751279110029,-2.2781430589119473,-3.0069335742541043,-2.120260607571221,39.38280104166733,39.00213770339675,39.73872720903088,38.706699549016854,39.98521272705132,5.247748343852134,4.878956378512019,5.5947520324832904,4.6560915952911,5.8093542104988645,5.137118268507699,4.77250241166367,5.479608651632549,4.5300017222387705,5.682887673095902,0.2696848660941713,0.36829475281706436,0.3578978269856359,0.3535531199844395
123,12.3,-2.5463821211788926,-2.836188317275183,-2.289348181515509,-3.0277953485408355,-2.1301131218320193,39.35720940783929,38.96982997352827,39.71919521317707,38.669370569732486,39.96994364182907,5.226287690415402,4.852831676468233,5.5776490897464255,4.625095932012707,5.794178719537783,5.11530525498754,4.744853233737301,5.461749357454465,4.501442570358878,5.666796075188131,0.2734200678798371,0.37468261982440154,0.3624087066390964,0.35844806185858236
124,12.4,-2.5609973041684686,-2.855310262936513,-2.2995634762800377,-3.0487218521453374,-2.139965950865479,39.33162485346771,38.93741406127384,39.699888637042264,38.63086415589343,39.95346712788532,5.204612381748156,4.826608682662711,5.55961167535053,4.594099677917769,5.7770435666437265,5.0941368038285,4.719184801353646,5.443715007756927,4.4729062555484855,5.650750767571835,0.2778733933282376,0.3812372878842112,0.3665014963439095,0.3622651032016404
125,12.5,-2.5753778972665913,-2.8736728905450275,-2.3109565435330426,-3.0722053360963635,-2.1498191002074014,39.30547812548389,38.90494774975442,39.679405768252934,38.589255010219624,39.9351814834128,5.183103334769228,4.8004266308689685,5.542742615698071,4.56308815985933,5.762204396218342,5.070974239636888,4.692353392591033,5.4261222530007505,4.4428866418566,5.63475102728237,0.28135817350599246,0.38722900924925696,0.37115799241455116,0.3668844302048586
